issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
"Article says Aramark is 'soon to be the university's food service provider,' implying the contract has been awarded but service has not yet started. No venue in candidate list. No specific start date given; article is from Dec 2016 and references 2017-18 academic year planning. The phrasing suggests a decided award rather than a pending decision, but timing is uncertain.",event,ev_d8f59974003adf6e,Temple University,Aramark,won on ? (confidence 0.6),|University Wire; Carlsbad | 2016-12-06,"Publication: Temple News, Temple University, Philadelphia PA. Coca-Cola is one of several leaders in the beverage industry that filed a lawsuit against Philadelphia for the soda tax that was passed in June. The tax will take effect on Jan. 1. KIERAN LYONS FOR …"
"Article says Bon Appétit acquired the role of food service provider through an RFP process. No specific date given for when the contract started; article published 2016-10-18. No candidate venue matched. Staff were previously Aramark employees, indicating Aramark was the incumbent.",event,ev_924fecd73196c315,UChicago Dining,Compass,won on ? (confidence 0.75),|University Wire; Carlsbad | 2016-10-18,"…logical Sciences Learning Center and Stuart Cafés have closed after being reviewed by UChicago Dining. Both cafés required significant subsidies to operate, and were underutilized, each averaging 100 transaction a day in comparison to other cafés around campus…"
"Article says Chartwells is 'SMSU's new food service provider after switching from Aramark.' SMSU is Southwest Minnesota State University in Marshall, MN — not matched to any candidate venue. Date inferred from 'As of July' in article dated Sept 2016.",event,ev_6d593eeb311d29ff,SMSU,Compass,won on 2016-07-01 (confidence 0.8),|University Wire; Carlsbad | 2016-09-08,"Publication: The Spur, , Southwest State University , Marshall, MN As of July, the SMSU campus Starbucks has been transitioning to a student-run model of management. As a result of this decision, the employees at the Starbucks are well on their way to effectiv…"
"Article says Drexel cancelled its contract with SodexoMagic on Sept. 20, to conclude 'this December'. No successor announced yet; Aramark is rumored but not confirmed. Using 'expired' because the contract is ending with no successor named in the article. The 21-year partnership implies the contract began circa 1995. Date precision is month since only 'this December' is stated.",event,ev_66dd1c7bd79cd51c,Drexel University,Sodexo,expired on 2016-12-01 (confidence 0.85),|University Wire; Carlsbad | 2016-10-21,"Publication: The Triangle, Drexel University, Philadelphia PA. October 21, 2016 by Editorial Board As of Sept. 20, Drexel University cancelled its contract with food service provider SodexoMagic, to conclude a 21-year partnership this December. Exactly three w…"
"Article says ISS lost a 'big contract' with Rio Tinto in Australia in 2016. This is a mining/corporate services contract in Australia, not a US stadium. The candidate venue 'America First Field' (Rio Tinto Stadium) in Utah is a US soccer stadium and almost certainly not what is being discussed here. No venue_id matched. This is likely not a US venue contract at all.",event,ev_7f45b1ee671f005a,Rio Tinto,ISS,lost on 2016-01-01 (confidence 0.45),|The Australian Financial Review; Melbourne | 2016-12-03,"… have had a tough year in 2016, losing big contracts with Royal North Shore Hospital, Rio Tinto and CITIC Pacific Mining. Gravenhorst says the ""negative growth"" ISS has suffered in Australia is partially due to mines shutting down, as mines move from construct…"
"Article says Michigan and Aramark mutually agreed to end their $145M 3-year contract 18 months early in 2015. This is a prison food contract, not a stadium/arena/convention center. Original contract was $145M over 3 years; ended 18 months in. Date is approximate — article says '2015' with no month. No venue_id match. Contract value listed is the original full contract value, not what was actually paid.",event,ev_e0f052ff96215591,Michigan Department of Corrections,Aramark,expired on 2015-01-01 (confidence 0.6),"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
"Article says department 'plans to award' and expected start date is Oct 1, 2016, but contract has not yet been finalized ('After the State and Aramark negotiate and finalize a contract...'). This is a prison food services contract, not a stadium/arena/convention center. No matching venue_id. Borderline whether this counts as decided — the department announced the selection but contract not yet signed.",event,ev_d93165ae10ec1bd6,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.55),"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08","After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
"Article says ownership changed from Aramark to Chartwells 'in May' (2016). Venue is the Cohen Center food court at FGCU, not matched to any candidate venue. venue_id set to null.",event,ev_7a147e35d112c444,The Perch,Compass,won on 2016-05-01 (confidence 0.85),|University Wire; Carlsbad | 2016-10-06,"Publication: The Eagle, Florida Gulf Coast University, Fort Myers FL. Known as ""The Perch"" by the Florida Department of Health, some locations of the cafeteria in the FGCU Cohen Center failed a consecutive total of eight inspections from as early as Sept. 23, …"
"Article says the state and Aramark Correctional Services 'ended their contract early,' and Trinity began in September 2015. No matching venue_id; this is a state prison system. Date inferred from Trinity's start date. Sub-brand is Aramark Correctional Services.",event,ev_703d633fc8161141,Michigan Department of Corrections,Aramark Correctional Services,expired on 2015-09-01 (confidence 0.7),|Crain's Detroit Business; Detroit | 2017-01-30,"…licy changes expected from the new administration, Isely said. MICH-CELLANEOUS -- The Michigan Department of Corrections slapped its latest food contractor with more than $2 million in penalties for inadequate staffing and other problems since it began providi…"
"Article says the university announced Tuesday (Nov 1, 2016) that Aramark will continue as dining contractor for 10 years following a long bid process. No candidate venue matches Georgetown University dining; Yates Field House is mentioned but only in context of campus plan reconstruction, not as the dining venue. Setting venue_id to null.",event,ev_6f1ae27c0718d04f,Georgetown University,Aramark,renewed on 2016-11-01 (confidence 0.9),|University Wire; Carlsbad | 2016-11-04,"Publication: The Hoya, Georgetown University, Washington DC. JINWOO CHONG/THE HOYA Reflecting on their term thus far, GUSA President Enushe Khan (MSB ’17) and Vice President Chris Fisk (COL ’17) discussed sucesses and future policy plans. Aside from beating th…"
"Article states 'Aramark has managed foodservice at Clemson since 1969, when it was ARA Services.' This is a campus-wide dining contract, not a stadium concession contract. No candidate venue matches the Clemson campus dining facilities. The nearby Memorial Stadium (wd-Q543579) is mentioned but only as a geographic reference, not as the venue under contract. Venue ID set to null because the contract is for campus dining, not the stadium.",event,ev_e6ffa84cb1155276,Clemson,Aramark,won on 1969-01-01 (confidence 0.85),|Food Management; Cleveland | 2016-12-01,"A new $96 million, 260,000-square-foot mixed-use facility on the campus of Clemson University in South Carolina features 78,000 square feet of modern dining facilities, including a residential dining hall, a convenience store and branded restaurants. The grand…"
"Article states 'Drexel terminated the contract last month' (article dated 2016-10-10, so September 2016). This is a termination by the university, not a normal contract switch — no successor is named. Classified as 'lost' since Drexel ended the contract. Exact date in September unknown.",event,ev_27cf5d4cc3acfdd0,Drexel University,Sodexo,lost on 2016-09-01 (confidence 0.85),"|The Daily Record; Baltimore, Md. | 2016-10-10","Gaithersburg-based SodexoMagic LLC has filed suit against Drexel University for allegedly misrepresenting its student body growth, leading the food service company to sign a 10-year contract worth millions of dollars. The lawsuit claims Drexel's Request for Pr…"
"Article states 'JMU's contract with Aramark began in 2000 and is good up until June 30, 2035.' No candidate venue matched. Contract length calculated as 35 years (2000 to 2035). This is a dining services contract at James Madison University.",event,ev_2f99897144dd3225,JMU Dining Services,Aramark,won on 2000-01-01 (confidence 0.85),|University Wire; Carlsbad | 2016-11-03,"…umane League, said about broiler chickens used by Aramark. Aramark is contracted with JMU Dining Services as well as other local universities like the University of Virginia. According to the National Chicken Council, a “broiler chicken” is an industry term fo…"
